school,district_id,district_name,emh,school_id,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate
BEAR CREEK K-8 SCHOOL,1420,JEFFERSON COUNTY R-1,E,660,6,7,9,7,6,3,6,3,3,
RIFLE MIDDLE SCHOOL,1195,GARFIELD RE-2,M,7356,6,5,3,5,6,6,7,5,9,
ALSUP ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,186,6,5,4,5,3,6,9,5,6,
CARSON MIDDLE SCHOOL,1000,FOUNTAIN 8,M,1332,6,6,5,6,6,6,5,5,6,
CHERAW MIDDLE SCHOOL,2560,CHERAW 31,M,1548,6,6,5,6,7,6,6,5,7,
HIGHLAND ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,3967,6,6,6,3,,6,6,7,5,
LAREDO ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,4973,6,3,5,4,6,6,6,6,6,
CACTUS VALLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,7890,6,6,7,6,,5,5,5,5,
WINONA ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,9674,6,5,6,5,5,6,6,9,3,
MEADOW COMMUNITY SCHOOL,10,MAPLETON 1,E,502,6,2,3,1,1,8,4,9,9,
NORWOOD HIGH SCHOOL,2840,NORWOOD R-2J,M,6422,6,8,5,7,9,5,3,5,6,
LOWRY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,5342,6,6,7,6,6,6,6,6,6,
MANASSA ELEMENTARY SCHOOL,550,NORTH CONEJOS RE-1J,E,5422,6,9,11,9,9,4,1,5,6,
SANGRE DE CRISTO ELEMENTARY SCHOOL,110,SANGRE DE CRISTO RE-22J,E,7626,6,5,5,3,5,6,9,5,4,
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,M,3306,6,9,6,9,6,6,6,3,7,
BRUSH MIDDLE SCHOOL,2395,BRUSH RE-2(J),M,1094,6,6,5,6,6,7,6,7,7,
CHERRY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,2576,6,5,6,5,5,6,6,6,6,
JACKSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,4358,6,6,6,6,6,3,6,4,3,
PIKES PEAK ELEMENTARY SCHOOL,980,HARRISON 2,E,6936,6,5,6,5,5,6,5,8,5,
BRANSON SCHOOL ONLINE,1750,BRANSON REORGANIZED 82,M,948,6,8,6,7,6,6,5,6,6,
BEULAH HEIGHTS ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,860,6,6,6,6,5,5,5,5,6,
NATURITA ELEMENTARY & MIDDLE SCHOOL,2190,WEST END RE-2,E,6196,6,7,10,7,7,4,4,6,2,
BELMONT ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,738,6,8,8,7,5,5,3,5,6,
HARRIS PARK ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,3792,6,3,5,3,4,9,7,10,7,
KEARNEY MIDDLE SCHOOL,30,ADAMS COUNTY 14,M,4516,6,4,5,5,5,9,6,11,6,
ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,E,7512,6,9,8,9,9,3,6,1,6,
INDEPENDENCE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,4276,6,6,6,6,6,6,6,6,6,
LAUREL ELEMENTARY SCHOOL,1550,POUDRE R-1,E,5014,6,6,6,6,5,6,7,4,7,
PLACE BRIDGE ACADEMY,880,DENVER COUNTY 1,E,7045,6,1,1,1,2,8,9,7,7,
TRAILBLAZER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,8902,6,9,9,9,7,3,5,2,6,
BROWN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,1076,6,6,6,6,4,5,6,4,6,
CAMPBELL ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,1321,6,6,9,6,9,5,6,5,4,
DOUGLASS VALLEY ELEMENTARY SCHOOL,1040,ACADEMY 20,E,2248,6,8,8,7,7,6,6,5,5,
LINCOLN ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,5170,6,6,6,6,7,6,6,6,6,
NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,180,ADAMS-ARAPAHOE 28J,M,6310,6,3,3,4,5,7,10,5,7,
GLOBAL VILLAGE ACADEMY,180,ADAMS-ARAPAHOE 28J,M,3471,6,5,1,6,4,6,7,5,8,
BURLINGTON ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,1148,6,6,9,7,6,6,6,3,8,
MANITOU SPRINGS ELEMENTARY SCHOOL,1030,MANITOU SPRINGS 14,E,5460,6,9,7,9,7,5,9,2,6,
SCHMITT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,7698,6,3,3,4,1,7,2,10,9,
CAPROCK ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,1279,6,7,6,7,7,3,3,4,5,
COLUMBINE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,1846,6,3,5,4,3,7,5,9,7,
HOEHNE JUNIOR HIGH SCHOOL,1600,HOEHNE REORGANIZED 3,M,4045,6,6,5,6,6,6,6,7,1,
PLATTE VALLEY ELEMENTARY SCHOOL,2865,PLATTE VALLEY RE-3,E,7050,6,8,10,6,10,2,1,2,6,
PLAINVIEW ELEMENTARY SCHOOL,1440,PLAINVIEW RE-2,E,6992,6,3,6,1,7,6,3,6,9,
COLFAX ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,1774,6,2,5,4,1,7,6,6,8,
EVERITT MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,2820,6,5,4,6,6,6,5,7,5,
NORTH MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,6306,6,6,6,8,6,5,6,5,5,
AKRON ELEMENTARY SCHOOL,3030,AKRON R-1,M,86,6,6,6,6,6,6,5,6,5,
GUST ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3704,6,3,6,4,3,8,6,9,8,
HIGHLINE COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,3988,6,6,6,6,3,6,5,6,6,
SUNSET RIDGE ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,8406,6,4,6,5,5,6,4,8,6,
THOMSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,8834,6,5,5,5,6,7,6,7,6,
BRYANT WEBSTER K-8 SCHOOL,880,DENVER COUNTY 1,E,1106,6,3,5,5,4,7,6,8,7,
PEYTON JUNIOR/SENIOR HIGH SCHOOL,1060,PEYTON 23 JT,M,6902,6,6,6,7,7,5,5,6,4,
NORTHSIDE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,6366,6,5,6,5,5,6,6,7,3,
EXPLORE ELEMENTARY,10,MAPLETON 1,E,506,6,5,6,4,6,6,5,9,6,
CHIPETA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,1619,6,3,5,3,3,7,7,6,8,
SANDROCK ELEMENTARY,2020,MOFFAT COUNTY RE:NO 1,E,1936,6,5,5,4,3,7,8,6,6,
MERRILL MIDDLE SCHOOL,880,DENVER COUNTY 1,M,5826,6,1,1,2,3,9,7,9,8,
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,M,9729,6,6,3,6,5,5,6,5,5,
BRIGGSDALE UNDIVIDED HIGH SCHOOL,3146,BRIGGSDALE RE-10,M,1012,6,7,6,7,12,5,6,3,5,
PONDEROSA ELEMENTARY,1560,THOMPSON R2-J,E,7113,6,7,6,6,7,5,9,1,6,
LA JUNTA INTERMEDIATE SCHOOL,2520,EAST OTERO R-1,E,4841,6,5,6,5,5,6,5,6,6,
SANFORD JUNIOR/SENIOR HIGH SCHOOL,560,SANFORD 6J,M,7616,6,6,6,6,6,5,6,2,6,
SPRINGFIELD JUNIOR HIGH SCHOOL,250,SPRINGFIELD RE-4,M,8164,6,6,4,7,6,5,6,1,7,
TOPE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,8876,6,6,6,6,6,6,5,6,6,
GATEWAY ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,9692,6,7,7,7,7,5,3,5,6,
CUSTER MIDDLE SCHOOL,860,CUSTER COUNTY SCHOOL DISTR,M,2091,6,6,6,6,8,6,7,5,6,
GLOBE CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,3470,6,6,6,6,9,5,6,1,6,
GENOA-HUGO ELEMENTARY SCHOOL,1780,GENOA-HUGO C113,E,4158,6,6,7,6,6,6,5,12,2,
MADISON EXPLORATORY SCHOOL,1140,CANON CITY RE-1,E,5414,6,7,6,6,6,6,5,3,7,
VINELAND ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,9130,6,6,7,6,4,3,6,1,6,
SAND CREEK ELEMENTARY SCHOOL,980,HARRISON 2,E,7611,6,6,6,6,5,5,6,3,6,
GUADALUPE ELEMENTARY SCHOOL,580,SOUTH CONEJOS RE-10,E,248,6,6,6,6,5,6,3,6,9,
CARVER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,1340,6,6,6,6,6,5,6,6,2,
VIVIAN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,9154,6,6,5,3,5,6,9,6,5,
WEST ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,9445,6,6,6,5,5,6,6,6,5,
CHEYENNE WELLS MIDDLE SCHOOL,520,CHEYENNE COUNTY RE-5,M,1610,6,5,6,6,5,6,3,10,3,
GREEN VALLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3641,6,3,3,2,1,7,7,6,9,
HIGH PLAINS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,3985,6,6,6,6,7,4,5,4,6,
DUAL IMMERSION ACADEMY SCHOOL,2000,MESA COUNTY VALLEY 51,E,2297,6,5,6,6,6,6,8,3,6,
JAMES IRWIN CHARTER MIDDLE SCHOOL,980,HARRISON 2,M,4379,6,7,9,9,6,3,1,6,3,
ORCHARD AVENUE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,6554,6,9,10,7,9,3,5,3,3,
SKYLINE ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,7950,6,5,6,5,6,5,7,2,6,
SHELLEDY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,7832,6,7,6,6,6,6,6,6,5,
PEAKVIEW SCHOOL,1390,HUERFANO RE-1,M,63,6,6,3,6,6,6,6,6,4,
BOSTON K-8 SCHOOL,180,ADAMS-ARAPAHOE 28J,M,914,6,1,1,1,1,9,8,9,6,
FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,E,2856,6,1,5,3,1,9,5,11,9,
FAIRMONT K-8 SCHOOL,880,DENVER COUNTY 1,M,2856,6,2,1,2,2,9,6,12,6,
GIBERSON ELEMENTARY SCHOOL,980,HARRISON 2,E,3392,6,5,6,5,4,5,6,5,5,
NORTH ARVADA MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,6330,6,6,5,6,6,6,6,6,5,
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,1376,6,5,1,3,,6,6,5,8,
COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,M,1880,6,6,1,6,6,6,5,6,6,
PETE MIRICH ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,4852,6,6,6,6,6,5,6,5,5,
SHADOW RIDGE MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,6342,6,6,6,6,6,6,6,6,5,
CALHAN ELEMENTARY SCHOOL,970,CALHAN RJ-1,E,1210,6,6,8,6,7,4,6,3,5,
FORT LUPTON MIDDLE SCHOOL,3140,WELD COUNTY S/D RE-8,M,3066,6,5,5,5,6,6,7,5,6,
OTIS JUNIOR-SENIOR HIGH SCHOOL,3050,OTIS R-3,M,6586,6,6,6,8,6,4,3,3,6,
SAGEWOOD MIDDLE SCHOOL,900,DOUGLAS COUNTY RE 1,M,6772,6,9,6,9,7,5,3,6,4,
DESERT SAGE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,26,6,6,8,6,6,5,3,5,5,
BEULAH MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,856,6,7,5,7,9,3,5,1,6,
SOUTH VALLEY MIDDLE SCHOOL,3080,WELD COUNTY RE-1,M,7058,6,5,5,6,6,6,6,6,5,
SANCHEZ ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,7592,6,1,5,3,5,6,3,9,8,
COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,1880,6,6,6,5,6,5,3,5,6,
INDEPENDENCE ACADEMY,2000,MESA COUNTY VALLEY 51,E,2128,6,6,6,6,6,3,6,1,5,
POLARIS EXPEDITIONARY LEARNING SCHOOL,1550,POUDRE R-1,M,7104,6,7,6,6,7,6,7,3,6,
DOS RIOS ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,2224,6,6,6,5,5,5,6,5,3,
DUNSTAN MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,2300,6,7,6,7,8,5,6,6,2,
ELLICOTT MIDDLE SCHOOL,1050,ELLICOTT 22,M,2640,6,5,4,5,6,6,5,6,5,
MANN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,4090,6,6,5,6,6,6,6,6,5,
KEMP ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,4536,6,5,5,5,6,6,8,5,6,
THE PINNACLE CHARTER SCHOOL MIDDLE,8001,CHARTER SCHOOL INSTITUTE,M,6913,6,5,4,6,5,6,6,6,6,
VAN BUREN ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,9055,6,6,6,6,6,6,6,3,6,
VIKAN MIDDLE SCHOOL,40,BRIGHTON 27J,M,9230,6,6,5,6,6,5,5,5,5,
DENVER CENTER FOR INTERNATIONAL STUDIES,880,DENVER COUNTY 1,M,2183,6,9,6,9,8,3,5,3,6,
CONRAD BALL MIDDLE SCHOOL,1560,THOMPSON R2-J,M,510,6,6,5,6,6,6,6,6,6,
TURNBERRY ELEMENTARY,40,BRIGHTON 27J,E,8820,6,6,6,6,6,5,5,5,6,
PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,M,6816,6,12,7,10,11,3,5,3,5,
WINDSOR CHARTER ACADEMY,3100,WINDSOR RE-4,E,9665,6,11,11,10,10,1,2,3,1,
UNIVERSITY HILL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,8978,6,6,6,6,5,2,7,1,8,
VASSAR ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,9059,6,5,6,6,4,6,5,7,5,
WESTGATE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,9412,6,6,6,6,4,6,6,6,5,
LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,M,5298,6,5,5,5,5,6,5,6,6,
MCAULIFFE ELEMENTARY,1010,COLORADO SPRINGS 11,E,1625,5,5,6,5,5,5,6,6,3,
GILPIN COUNTY ELEMENTARY SCHOOL,1330,GILPIN COUNTY RE-1,E,1632,5,8,7,6,7,2,1,5,1,
EVA R BACA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,2438,5,6,6,5,6,6,5,6,6,
HOEHNE ELEMENTARY SCHOOL,1600,HOEHNE REORGANIZED 3,E,4044,5,9,9,7,9,3,4,3,6,
MESA VIEW ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,5842,5,6,6,5,5,5,5,5,5,
FOUNDATIONS ACADEMY,40,BRIGHTON 27J,E,2945,5,7,8,7,6,3,3,3,5,
MONTEREY COMMUNITY SCHOOL,10,MAPLETON 1,M,501,5,3,2,5,5,7,6,6,8,
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,M,8420,5,7,6,7,6,3,3,5,3,
KNAPP ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,4762,5,1,3,2,1,7,7,7,7,
BILL METZ ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,E,6036,5,6,5,5,6,6,5,6,4,
WILSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,9660,5,6,6,6,5,5,6,5,3,
BYERS JUNIOR-SENIOR HIGH SCHOOL,190,BYERS 32J,M,1176,5,6,6,6,6,5,3,7,5,
KNOWLEDGE QUEST ACADEMY,3110,JOHNSTOWN-MILLIKEN RE-5J,E,4785,5,7,7,6,6,4,5,5,5,
TRINIDAD MIDDLE SCHOOL,1580,TRINIDAD 1,M,1386,5,5,3,6,5,5,5,6,5,
LONGS PEAK MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,5288,5,5,3,5,6,6,6,6,6,
SWANSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,8432,5,5,5,3,6,6,6,6,4,
TURMAN ELEMENTARY SCHOOL,980,HARRISON 2,E,8923,5,5,6,6,5,6,7,6,6,
WEST INTERGENERATIONAL CENTER,1010,COLORADO SPRINGS 11,M,9404,5,6,5,6,6,6,5,6,5,
DARTMOUTH ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,2114,5,3,5,4,3,6,5,6,6,
EIBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,2550,5,4,5,3,5,6,6,9,6,
LYN KNOLL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,5361,5,1,2,3,3,9,6,9,8,
CENTENNIAL JUNIOR HIGH SCHOOL,640,CENTENNIAL R-1,M,1396,5,5,1,5,,6,5,6,9,
FOWLER JUNIOR HIGH SCHOOL,2540,FOWLER R-4J,M,3130,5,6,6,7,7,3,1,1,9,
HAYDEN MIDDLE SCHOOL,2760,HAYDEN RE-1,M,3860,5,7,3,5,6,5,6,7,1,
INDIAN PEAKS CHARTER SCHOOL,1350,EAST GRAND 2,M,4277,4,5,2,5,,6,6,6,6,
CRAIG MIDDLE SCHOOL,2020,MOFFAT COUNTY RE:NO 1,M,1938,5,6,5,6,6,5,6,5,5,
TELLER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,8776,5,6,6,6,6,5,6,5,5,
BROMLEY EAST CHARTER SCHOOL,40,BRIGHTON 27J,M,1052,5,6,5,6,6,5,3,5,6,
JANITELL JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,4394,5,6,6,6,6,6,5,6,5,
MOORE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,6090,5,6,6,6,6,5,5,6,3,
CENTAURI MIDDLE SCHOOL,550,NORTH CONEJOS RE-1J,M,1276,5,6,6,6,7,6,6,7,2,
BEAVER VALLEY ELEMENTARY SCHOOL,2395,BRUSH RE-2(J),E,1438,5,6,6,6,6,5,6,5,3,
ELLIS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,2652,5,3,6,5,4,6,4,6,7,
L.W. ST. JOHN ELEMENTARY SCHOOL,1220,GARFIELD 16,E,3603,5,5,5,3,5,5,5,6,5,
GRAND VALLEY MIDDLE SCHOOL,1220,GARFIELD 16,M,8274,5,5,2,5,6,6,5,6,6,
VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,9108,5,5,6,5,3,5,5,5,5,
UNIVERSITY SCHOOLS,3120,GREELEY 6,M,2850,5,6,6,6,6,6,6,6,6,
PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),M,6708,5,6,6,8,9,3,6,3,3,
DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170,DEER TRAIL 26J,M,2140,5,6,4,6,6,5,6,5,2,
UNION COLONY PREPARATORY SCHOOL,3120,GREELEY 6,M,8965,5,9,5,9,9,2,5,1,5,
ACADEMY OF CHARTER SCHOOLS,20,ADAMS 12 FIVE STAR SCHOOLS,M,15,5,7,6,7,6,3,3,5,4,
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,1376,5,5,6,5,6,6,5,9,1,
SARAH MILNER ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,7640,5,6,6,6,6,5,6,3,6,
UNIVERSITY SCHOOLS,3120,GREELEY 6,E,2850,5,6,6,6,6,5,6,6,5,
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,M,7388,5,6,5,6,6,5,5,5,6,
GALILEO SCHOOL OF MATH AND SCIENCE,1010,COLORADO SPRINGS 11,M,3360,5,6,6,6,6,6,5,6,4,
GRANT MIDDLE SCHOOL,880,DENVER COUNTY 1,M,3600,5,3,3,4,5,7,6,6,7,
JACKSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,4356,5,3,5,3,3,6,2,10,6,
TWOMBLY ELEMENTARY SCHOOL,3140,WELD COUNTY S/D RE-8,E,8930,5,3,6,3,5,6,5,7,3,
WALSH ELEMENTARY SCHOOL,230,WALSH RE-1,E,9222,5,10,10,11,9,2,3,1,5,
TAYLOR ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,8466,5,6,6,5,6,5,6,1,6,
GILPIN COUNTY UNDIVIDED HIGH SCHOOL,1330,GILPIN COUNTY RE-1,M,1634,5,6,6,6,9,6,3,6,6,
EMERALD ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,2702,5,5,6,5,5,5,6,5,6,
FLORIDA MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,3012,5,6,6,5,7,5,6,3,6,
LINCOLN MIDDLE SCHOOL,1550,POUDRE R-1,M,5168,5,5,5,6,5,6,6,6,6,
MEEKER ELEMENTARY SCHOOL,3120,GREELEY 6,E,5752,5,6,6,6,6,6,5,6,6,
MOUNT GARFIELD MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,6166,5,5,3,5,6,5,5,5,3,
PIONEER RIDGE ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,6963,5,9,9,10,8,1,3,2,2,
SECOND CREEK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,7714,5,6,6,6,6,5,6,5,3,
GLOBAL VILLAGE ACADEMY,180,ADAMS-ARAPAHOE 28J,E,3471,5,5,6,5,6,5,5,3,6,
CENTENNIAL ELEMENTARY,470,ST VRAIN VALLEY RE 1J,E,1245,5,6,7,6,6,4,5,5,5,
BRENTWOOD MIDDLE SCHOOL,3120,GREELEY 6,M,988,5,4,1,5,5,6,6,5,6,
MESA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,5836,5,5,6,3,5,6,6,6,5,
MINNEQUA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,5916,5,6,7,5,5,3,3,6,3,
MOUNTAIN VALLEY MIDDLE SCHOOL,2790,MOUNTAIN VALLEY RE 1,M,6144,5,6,4,6,6,5,5,6,4,
PENROSE ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,6858,5,6,7,6,6,5,7,2,5,
POMONA ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,7106,5,6,7,5,6,5,6,5,3,
CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,M,2024,5,5,1,5,3,6,6,6,3,
ENGLEWOOD MIDDLE SCHOOL,120,ENGLEWOOD 1,M,2752,5,4,3,5,6,6,2,7,7,
PENNINGTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,6848,5,3,5,2,3,6,5,6,6,
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,E,3306,5,6,8,6,6,1,1,1,5,
REVERE JUNIOR-SENIOR HIGH SCHOOL,2865,PLATTE VALLEY RE-3,M,7322,5,9,6,9,6,3,5,4,1,
GRANT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,3592,5,6,6,6,6,5,6,4,3,
MIAMI-YODER JUNIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,M,5870,5,6,5,6,5,3,5,4,3,
STRATTON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,8346,5,8,9,9,8,3,3,3,5,
HARRISON SCHOOL,1140,CANON CITY RE-1,E,3802,5,6,6,6,6,5,5,5,5,
PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,M,7164,5,6,5,6,6,4,5,5,4,
RANGELY JUNIOR/SENIOR HIGH SCHOOL,2720,RANGELY RE-4,M,7276,5,6,3,6,6,6,7,3,6,
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),M,8419,5,7,1,6,6,6,9,3,6,
GOLDRICK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3512,5,3,6,3,3,6,5,9,3,
KULLERSTRAND ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,4802,5,5,5,5,3,5,6,5,5,
BETHUNE ELEMENTARY SCHOOL,1490,BETHUNE R-5,E,832,5,5,6,5,3,6,5,6,5,
WHITTIER K-8 SCHOOL,880,DENVER COUNTY 1,E,9548,5,2,5,3,2,6,3,9,6,
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,E,9729,5,6,6,7,7,3,4,3,5,
BRICKER ELEMENTARY SCHOOL,980,HARRISON 2,E,1000,5,6,6,6,3,4,2,6,3,
OTHO E STUART MIDDLE SCHOOL,40,BRIGHTON 27J,M,6702,5,6,3,6,6,6,7,3,6,
BRANSON SCHOOL ONLINE,1750,BRANSON REORGANIZED 82,E,948,5,7,7,6,6,3,4,5,3,
FOSTER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,3088,5,5,5,5,6,6,9,6,6,
NIVER CREEK MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,6830,5,1,2,1,3,6,6,9,5,
CENTURY ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,1470,5,4,5,5,3,6,6,6,5,
CLARA E. METZ ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,1622,5,3,6,3,5,6,5,7,5,
PEORIA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,6869,5,2,3,3,1,7,6,10,6,
PUEBLO WEST MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,7212,5,6,4,6,7,3,5,3,3,
SKYLINE VISTA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,7952,5,2,6,1,1,6,3,10,3,
MEADOW COMMUNITY SCHOOL,10,MAPLETON 1,M,502,5,3,1,1,2,8,6,6,10,
HARRISON SCHOOL,1140,CANON CITY RE-1,M,3802,5,6,6,6,7,5,5,6,4,
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,E,7388,5,6,6,6,6,3,5,3,5,
GILPIN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,3426,5,1,1,1,1,7,5,10,6,
MADISON ELEMENTARY SCHOOL,3120,GREELEY 6,E,5412,5,3,5,4,3,6,5,6,6,
SEVENTH STREET ELEMENTARY SCHOOL,890,DOLORES COUNTY RE NO.2,E,7764,5,4,6,5,6,3,1,7,2,
CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3090,KEENESBURG RE-3(J),E,1299,5,6,9,6,6,2,1,6,1,
KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,510,KIT CARSON R-1,M,4742,5,9,5,8,5,1,1,1,5,
LAKE MIDDLE SCHOOL,880,DENVER COUNTY 1,M,4910,5,1,1,1,3,8,6,6,9,
PLEASANT VIEW MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,7086,5,6,6,7,6,3,4,5,3,
