school,district_id,district_name,emh,emh_combined,school_id,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate
MESA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,5836,6,5,6,3,6,8,10,6,6,
CROWLEY COUNTY WARD MIDDLE SCHOOL,770,CROWLEY COUNTY RE-1-J,M,False,2054,6,6,5,6,3,6,8,6,8,
EDISON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2506,6,7,7,6,6,6,7,5,6,
GRANT MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,3600,6,3,4,5,6,7,7,7,7,
MARTIN LUTHER KING MIDDLE COLLEGE,880,DENVER COUNTY 1,M,True,5605,6,1,1,2,1,6,5,6,6,
HIGH POINT ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,True,655,6,6,6,6,6,6,6,7,4,
HIGH POINT ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,True,655,6,5,1,6,5,8,9,6,10,
STELLAR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,8225,6,6,7,6,6,6,6,6,6,
HORIZON MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,4100,6,6,5,6,6,6,7,6,6,
WESTPARK ELEMENTARY SCHOOL,1510,LAKE COUNTY R-1,E,False,9486,6,6,9,6,,5,6,5,5,
CORWIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,M,False,2096,6,9,6,9,7,4,6,1,6,
LINCOLN ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,False,5166,6,6,7,6,6,6,3,6,6,
WILSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,9660,6,6,6,6,5,6,6,6,6,
OAK GROVE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,False,6466,6,6,7,6,6,5,6,6,3,
CRAVER MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,False,7532,6,7,6,9,8,6,5,6,6,
TRAIL RIDGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,8903,6,6,6,6,6,6,6,6,6,
STERLING MIDDLE SCHOOL,1828,VALLEY RE-1,M,False,8256,6,6,6,6,6,6,5,6,6,
D C S MONTESSORI CHARTER SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,5997,6,10,9,9,7,5,6,5,5,
MILLIKEN ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,False,5896,6,5,6,6,6,6,6,6,7,
SARAH MILNER ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,7640,6,6,7,6,6,6,6,6,4,
MC KINLEY-THATCHER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5702,6,6,6,6,6,6,6,7,6,
CHERRELYN ELEMENTARY SCHOOL,120,ENGLEWOOD 1,E,False,1556,6,5,5,5,3,6,6,5,9,
LASLEY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5004,6,6,6,6,5,6,8,6,6,
FIELD ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,2926,6,5,6,6,6,6,6,6,6,
TALBOTT ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,4346,6,6,6,6,6,6,6,6,5,
LAKE INTERNATIONAL SCHOOL,880,DENVER COUNTY 1,M,False,4910,6,2,1,1,1,9,10,8,6,
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,E,True,3306,6,6,9,6,6,1,1,1,5,
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,M,True,3306,6,9,6,9,6,7,6,6,7,
CONRAD BALL MIDDLE SCHOOL,1560,THOMPSON R-2J,M,False,510,6,6,5,6,6,6,6,7,6,
VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,9108,6,5,6,5,5,5,5,5,6,
COLUMBINE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,1846,6,3,6,3,4,9,5,12,6,
PENNINGTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,6848,6,5,5,3,1,6,12,6,3,
TOPE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,8876,6,6,6,6,6,6,6,6,5,
SOUTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,False,8110,6,6,10,9,6,3,2,5,6,
JAMES MADISON CHARTER ACADEMY SCHOOL,990,WIDEFIELD 3,E,False,5033,6,6,6,6,4,6,6,6,6,
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,M,False,7630,6,7,5,8,6,6,7,6,5,
SEDALIA ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,7718,6,6,7,7,6,5,6,5,4,
CACHE LA POUDRE MIDDLE SCHOOL,1550,POUDRE R-1,M,False,1190,6,9,6,9,7,4,6,3,5,
SECOND CREEK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,7714,6,6,6,6,6,6,6,6,5,
MEEKER ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5752,6,6,6,6,6,6,6,6,6,
SHAWSHEEN ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,7814,6,6,6,6,5,6,5,6,6,
GILPIN COUNTY ELEMENTARY SCHOOL,1330,GILPIN COUNTY RE-1,E,False,1632,6,8,8,6,7,5,5,6,2,
MARTINEZ ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,5610,6,9,9,9,6,3,6,1,6,
HAYDEN VALLEY ELEMENTARY SCHOOL,2760,HAYDEN RE-1,E,False,2522,6,7,8,6,6,4,6,1,6,
HI PLAINS ELEMENTARY SCHOOL,1460,HI-PLAINS R-23,E,False,9164,6,9,10,6,6,4,5,5,3,
HOPKINS ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,5572,6,6,6,6,5,6,5,7,6,
MESA VIEW ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,5842,6,6,6,6,6,6,6,6,6,
CACHE LA POUDRE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,1186,6,7,7,6,7,6,7,3,5,
CHARLES HAY WORLD SCHOOL,120,ENGLEWOOD 1,E,False,1514,6,6,6,5,5,6,6,6,6,
LITTLE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5222,6,6,6,6,6,6,7,6,5,
PLATTE VALLEY ELEMENTARY SCHOOL,2865,PLATTE VALLEY RE-3,E,False,7050,6,8,10,7,10,3,1,3,6,
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,E,False,9729,6,6,6,7,9,5,3,6,5,
FORT LEWIS MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,False,3050,6,6,7,6,6,6,7,5,6,
FORT MORGAN MIDDLE SCHOOL,2405,FORT MORGAN RE-3,M,False,3074,6,6,2,6,6,7,9,5,9,
MARTENSEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,5596,6,5,5,3,5,7,8,9,6,
CESAR CHAVEZ ACADEMY,2690,PUEBLO CITY 60,M,False,1488,6,7,5,9,6,6,6,3,9,
HIGHLAND MIDDLE SCHOOL,3145,AULT-HIGHLAND RE-9,M,False,3961,6,6,6,6,6,6,5,6,6,
AVERY/PARSONS ELEMENTARY SCHOOL,490,BUENA VISTA R-31,E,False,4306,6,6,6,6,6,3,6,1,9,
GREEN ACRES ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,False,3620,6,6,6,4,,6,5,6,9,
MOFFAT ELEMENTARY SCHOOL,2800,MOFFAT 2,E,False,5954,6,7,6,6,,7,9,7,6,
NEW VISION CHARTER SCHOOL,1560,THOMPSON R-2J,M,False,6220,6,7,6,8,7,5,3,6,6,
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,M,False,9729,6,6,4,6,6,6,6,7,7,
MOORE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,6090,6,6,5,6,6,6,6,6,6,
WATSON JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,False,9294,6,6,6,6,6,6,5,9,6,
SMILEY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,7992,6,3,3,3,5,9,9,9,6,
KULLERSTRAND ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,4802,6,5,6,6,3,6,6,6,6,
ORTEGA MIDDLE SCHOOL,100,ALAMOSA RE-11J,M,False,114,6,6,3,6,6,6,6,5,8,
DE BEQUE ELEMENTARY SCHOOL,1980,DE BEQUE 49JT,E,False,2122,6,6,7,6,9,5,6,5,3,
O'CONNELL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,6474,6,5,2,5,5,6,8,6,6,
HARRISON SCHOOL,1140,CANON CITY RE-1,E,False,3802,6,6,8,6,6,6,5,6,6,
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,E,False,7463,6,7,9,6,7,3,6,5,1,
UNIVERSITY SCHOOLS,3120,GREELEY 6,E,False,2850,6,6,6,6,6,6,6,6,6,
SALIDA MIDDLE SCHOOL,500,SALIDA R-32,E,False,4680,6,8,7,6,10,5,6,6,2,
BRIGGSDALE ELEMENTARY SCHOOL,3146,BRIGGSDALE RE-10,E,False,1008,6,8,10,11,9,3,2,3,6,
HARRISON SCHOOL,1140,CANON CITY RE-1,M,False,3802,6,6,6,6,9,6,6,7,6,
BARRETT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,540,6,1,1,1,1,9,11,6,9,
BRISTOL ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,1032,6,6,6,6,5,5,6,3,6,
SOUTH LAKEWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8102,6,6,6,6,6,5,6,6,4,
UNIVERSITY SCHOOLS,3120,GREELEY 6,M,False,2850,6,6,5,6,6,6,5,6,6,
NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY,180,ADAMS-ARAPAHOE 28J,M,False,6310,6,3,3,3,5,8,9,9,6,
GRAND VALLEY MIDDLE SCHOOL,1220,GARFIELD 16,M,False,8274,6,6,3,6,6,6,6,6,6,
PLEASANT VIEW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7078,6,3,5,4,5,6,5,9,5,
MINNEQUA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,5916,6,6,8,5,5,4,1,6,3,
PLATTEVILLE ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,False,7056,6,6,7,6,6,5,3,5,6,
GRANT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3592,6,6,7,7,6,5,5,3,6,
HOEHNE JUNIOR HIGH SCHOOL,1600,HOEHNE REORGANIZED 3,M,False,4045,6,6,5,8,6,6,6,6,5,
BARONE MIDDLE SCHOOL,2710,MEEKER RE1,M,False,5754,6,7,5,7,8,5,6,3,6,
VIVIAN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,9154,6,5,5,5,5,6,8,7,3,
SILVER HILLS MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,4187,6,6,6,5,7,6,5,6,5,
ELKHART ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,2618,6,1,5,2,2,8,7,7,7,
CASTRO ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,9496,6,2,3,3,5,6,10,5,6,
WAMSLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,False,9231,6,5,6,3,,6,9,6,3,
WINOGRAD K-8 ELEMENTARY SCHOOL,3120,GREELEY 6,M,False,53,6,6,4,6,6,6,7,3,6,
SEVERANCE MIDDLE SCHOOL,3100,WINDSOR RE-4,M,False,7755,6,7,6,7,7,5,5,6,3,
SABIN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,False,7556,6,6,5,6,6,6,6,5,6,
MARRAMA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5578,6,3,5,3,3,9,9,9,6,
WHITTIER K-8 SCHOOL,880,DENVER COUNTY 1,E,True,9548,6,2,4,1,1,6,2,10,5,
WHITTIER K-8 SCHOOL,880,DENVER COUNTY 1,M,True,9548,6,3,1,3,1,12,13,12,6,
SUMMIT MIDDLE SCHOOL,3000,SUMMIT RE-1,M,False,8377,6,7,6,7,9,3,3,5,3,
HANSON PREK-8 SCHOOL,30,ADAMS COUNTY 14,M,False,6534,6,3,1,4,3,9,6,10,8,
SKOGLUND MIDDLE SCHOOL,2810,CENTER 26 JT,M,False,1416,6,3,1,5,3,9,6,9,10,
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,E,True,1785,6,1,2,1,2,6,6,7,1,
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,M,True,1785,6,2,1,1,3,12,13,9,12,
SCHMITT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,7698,6,3,5,3,3,7,6,6,9,
CHERAW MIDDLE SCHOOL,2560,CHERAW 31,M,False,1548,6,6,5,6,6,6,6,4,7,
CIMARRON ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,1614,6,6,6,6,4,6,7,5,6,
AUDUBON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,452,6,6,6,6,6,5,3,5,6,
WILEY ELEMENTARY SCHOOL,2680,WILEY RE-13 JT,E,False,9604,6,6,7,6,,6,5,10,1,
JACKSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,4358,6,6,7,6,6,3,6,3,5,
BEAVER VALLEY ELEMENTARY SCHOOL,2395,BRUSH RE-2(J),E,False,1438,6,6,6,6,6,6,6,5,5,
SECREST ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7708,6,5,5,5,5,6,6,7,6,
BROMLEY EAST CHARTER SCHOOL,40,BRIGHTON 27J,M,False,1052,6,6,5,6,6,6,5,7,4,
FOX RIDGE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,3030,6,7,6,8,6,3,6,5,2,
HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,M,True,7746,6,6,5,8,6,6,3,6,8,
PEAR PARK ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,363,6,7,9,6,6,4,3,5,4,
WIDEFIELD ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,9562,6,6,6,6,6,6,6,6,4,
AGUILAR ELEMENTARY SCHOOL,1620,AGUILAR REORGANIZED 6,E,False,58,6,6,6,6,6,5,7,3,6,
PATRIOT LEARNING CENTER,1110,FALCON 49,M,False,6810,6,3,3,6,6,6,1,11,3,
MANZANOLA ELEMENTARY SCHOOL,2535,MANZANOLA 3J,E,False,5498,6,5,6,5,5,6,6,5,6,
MONTE VISTA MIDDLE SCHOOL,2740,MONTE VISTA C-8,M,False,6044,6,5,3,6,6,6,5,6,6,
SANGRE DE CRISTO ELEMENTARY SCHOOL,110,SANGRE DE CRISTO RE-22J,E,False,7626,6,6,6,5,5,6,6,6,6,
LAURENE EDMONDSON ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,5018,6,6,6,6,6,5,6,5,4,
WEST GRAND MIDDLE SCHOOL,1340,WEST GRAND 1-JT.,M,False,9422,6,6,5,6,8,6,5,5,9,
PINELLO ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,6952,6,6,7,6,6,4,5,5,3,
WILMORE DAVIS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,9638,6,6,6,6,6,6,6,6,5,
SUNSET PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,8402,6,9,9,9,5,3,1,1,9,
GIBERSON ELEMENTARY SCHOOL,980,HARRISON 2,E,False,3392,6,6,6,5,1,7,9,6,6,
FOOTHILLS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3025,6,6,6,6,6,6,6,6,4,
WESTGATE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,9412,6,6,6,6,6,6,6,6,4,
MANAUGH ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,5436,6,4,6,2,5,7,9,6,6,
MOUNTAIN VIEW ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,6156,6,5,7,6,6,5,5,5,5,
WEST INTERGENERATIONAL CENTER,1010,COLORADO SPRINGS 11,M,False,9404,6,6,5,6,6,6,6,6,5,
MALLEY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,5418,6,5,6,4,6,6,6,6,6,
BARNUM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,520,6,1,3,1,2,8,9,9,6,
DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,M,False,2216,6,6,3,6,6,6,7,5,6,
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,M,False,7388,6,6,4,6,6,5,6,5,5,
HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,M,False,3758,6,5,3,6,6,6,3,5,8,
NORWOOD ELEMENTARY SCHOOL,2840,NORWOOD R-2J,E,False,6418,6,9,9,9,9,1,2,5,1,
TRINIDAD MIDDLE SCHOOL,1580,TRINIDAD 1,M,False,1386,6,6,3,6,6,6,6,6,6,
GATEWAY ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,False,9692,6,7,7,8,6,3,2,5,3,
SIMLA JUNIOR HIGH SCHOOL,940,BIG SANDY 100J,M,False,7918,6,6,6,6,7,3,1,5,5,
CHAMBERLIN ACADEMY,980,HARRISON 2,E,False,1490,6,7,9,6,5,5,5,6,5,
PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,E,True,6970,5,3,4,4,3,5,6,6,5,
PITT-WALLER K-8 SCHOOL,880,DENVER COUNTY 1,M,True,6970,5,5,3,5,2,8,7,7,6,
DUNSTAN MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2300,5,6,6,7,9,5,2,6,3,
MOUNTAIN VIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,False,6750,5,7,8,8,7,5,3,3,7,
ELLICOTT MIDDLE SCHOOL,1050,ELLICOTT 22,M,False,2640,5,5,3,5,6,6,6,6,6,
PIKES PEAK ELEMENTARY SCHOOL,980,HARRISON 2,E,False,6936,5,5,6,5,5,6,6,6,5,
WELD CENTRAL JUNIOR HIGH SCHOOL,3090,KEENESBURG RE-3(J),M,False,9347,5,6,5,6,7,5,6,6,4,
JOHNSON ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,False,4458,5,6,6,6,6,5,5,6,5,
PLATTE VALLEY MIDDLE SCHOOL,3130,PLATTE VALLEY RE-7,M,False,7054,5,6,6,6,6,5,3,6,6,
INDIAN PEAKS ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,4278,5,5,6,6,5,6,7,6,6,
CENTENNIAL ELEMENTARY,470,ST VRAIN VALLEY RE 1J,E,False,1245,5,6,7,6,9,5,6,5,4,
VALVERDE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,9050,5,1,3,3,1,9,9,6,9,
COLUMBINE ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,False,1850,5,5,6,3,,6,5,6,6,
ABRAMS ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,False,1334,5,6,6,6,6,4,5,5,5,
SHADOW RIDGE MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,6342,5,6,5,6,6,6,6,6,5,
JEWELL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,4426,5,5,6,5,5,6,6,6,6,
LAMAR MIDDLE SCHOOL,2660,LAMAR RE-2,M,False,4956,5,5,5,6,6,6,5,9,4,
OLATHE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,False,6486,5,3,5,3,5,6,6,7,5,
KNOWLEDGE QUEST ACADEMY,3110,JOHNSTOWN-MILLIKEN RE-5J,M,False,4785,5,6,5,6,6,4,3,5,6,
CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3090,KEENESBURG RE-3(J),E,False,1299,5,6,9,7,6,2,1,6,1,
ACADEMY OF CHARTER SCHOOLS,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,15,5,6,6,7,5,3,1,5,3,
BRUCE RANDOLPH SCHOOL,880,DENVER COUNTY 1,M,True,6350,5,1,1,1,1,6,7,6,6,
AURORA HILLS MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,False,464,5,5,4,5,6,6,6,6,5,
ANGEVINE MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,False,4878,5,6,5,6,6,6,6,6,6,
GLOBE CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,False,3470,5,6,6,5,6,5,5,5,5,
EADS MIDDLE SCHOOL,1430,EADS RE-1,M,False,2332,5,6,6,6,7,4,5,5,3,
EVERITT MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2820,5,5,4,6,6,6,6,7,5,
OLATHE MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,False,6490,5,5,3,6,6,6,6,7,6,
NORTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,False,6354,5,7,9,8,7,3,3,3,6,
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,M,False,8420,5,7,6,7,6,5,3,6,4,
COAL RIDGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,3194,5,6,5,6,6,6,6,6,6,
WINDSOR CHARTER ACADEMY,3100,WINDSOR RE-4,E,False,9665,5,12,12,12,9,1,2,1,3,
DOS RIOS ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,2224,5,5,6,3,6,6,6,6,4,
BAKER CENTRAL SCHOOL,2405,FORT MORGAN RE-3,E,False,492,5,6,5,5,5,6,5,6,5,
PLEASANT VIEW MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,False,7086,5,7,6,7,6,5,5,6,3,
SPRINGFIELD ELEMENTARY SCHOOL,250,SPRINGFIELD RE-4,E,False,8160,5,6,7,7,6,5,5,3,7,
MAXWELL ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5644,5,3,5,3,3,6,6,8,6,
WOODGLEN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,9682,5,6,6,6,6,5,6,5,4,
BRANSON SCHOOL ONLINE,1750,BRANSON REORGANIZED 82,M,False,948,5,6,5,6,6,3,3,3,5,
MEADOW POINT ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,5744,5,6,6,6,6,5,6,3,5,
UNIVERSITY HILL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,8978,5,6,7,6,6,5,7,2,6,
UNION COLONY PREPARATORY SCHOOL,3120,GREELEY 6,M,False,8965,5,9,5,9,7,3,5,1,4,
PEIFFER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,6844,5,6,6,6,6,6,3,7,3,
THOMSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8834,5,6,6,5,6,5,6,5,3,
LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,5210,5,6,6,5,6,5,6,3,6,
MARY BLAIR ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,890,5,6,8,6,8,3,5,5,3,
BROMLEY EAST CHARTER SCHOOL,40,BRIGHTON 27J,E,False,1052,5,6,6,6,6,5,5,5,3,
JOHN W THIMMIG ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,8032,5,6,6,6,12,5,7,3,3,
TRAILBLAZER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8902,5,10,10,10,7,3,6,1,3,
OVERLAND TRAIL MIDDLE SCHOOL,40,BRIGHTON 27J,M,False,6638,5,6,5,6,6,5,5,6,3,
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,E,True,1345,5,4,6,6,2,6,6,5,8,
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,M,True,1345,5,4,1,4,5,3,6,1,6,
EYESTONE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,9370,5,6,7,6,6,5,5,6,6,
FLYNN ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,7810,5,5,6,5,6,5,5,6,5,
FRENCH ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,3234,5,6,6,6,6,5,5,6,3,
CHEYENNE WELLS ELEMENTARY SCHOOL,520,CHEYENNE COUNTY RE-5,E,False,1608,5,6,7,6,6,5,3,6,5,
BOSTON K-8 SCHOOL,180,ADAMS-ARAPAHOE 28J,E,True,914,5,2,5,2,1,6,6,6,6,
BOSTON K-8 SCHOOL,180,ADAMS-ARAPAHOE 28J,M,True,914,5,1,1,1,,9,9,10,8,
PEORIA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,6869,5,2,4,2,3,7,6,7,7,
VANGUARD CLASSICAL SCHOOL,180,ADAMS-ARAPAHOE 28J,E,True,9056,5,2,2,3,3,6,5,6,5,
VANGUARD CLASSICAL SCHOOL,180,ADAMS-ARAPAHOE 28J,M,True,9056,5,5,1,5,5,7,9,5,9,
SOMERLID ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,8030,5,6,6,5,6,5,3,6,6,
B F KITCHEN ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,865,5,6,7,6,7,6,6,6,3,
MARTIN LUTHER KING JR ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,5602,5,6,6,6,6,5,6,5,3,
LEWIS-ARRIOLA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,5090,5,6,9,5,7,5,7,1,6,
NORTH MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,False,6306,5,6,6,7,6,3,3,5,3,
ELLICOTT ELEMENTARY SCHOOL,1050,ELLICOTT 22,E,False,2638,5,6,6,5,6,5,5,7,1,
LINCOLN ELEMENTARY SCHOOL,2660,LAMAR RE-2,E,False,5190,5,6,6,6,6,5,2,6,6,
CRAIG MIDDLE SCHOOL SCHOOL,2020,MOFFAT COUNTY RE:NO 1,M,False,1938,5,6,5,6,6,6,6,6,5,
LAUREL ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,5014,5,6,6,6,5,6,6,4,6,
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,E,True,8929,5,6,6,5,5,1,1,3,1,
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,M,True,8929,5,5,3,6,5,6,6,6,6,
GUST ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3704,5,3,6,3,3,7,6,9,6,
MIAMI/YODER ELEMENTARY SCHOOL,1130,MIAMI/YODER 60 JT,E,False,5850,5,6,6,6,6,6,1,6,6,
GODSMAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3478,5,1,3,1,1,7,6,7,7,
FRUITVALE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,3262,5,5,5,4,6,5,6,5,3,
BRANSON SCHOOL ONLINE,1750,BRANSON REORGANIZED 82,E,False,948,5,6,7,6,6,5,3,6,5,
