school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,M,,7630,up,flat,flat,M
SARAH MILNER ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,7640,up,down,down,E
STANSBERRY ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,7650,up,up,flat,E
SARGENT ELEMENTARY SCHOOL,2750,SARGENT RE-33J,E,,7660,down,down,down,E
SARGENT SENIOR HIGH SCHOOL,2750,SARGENT RE-33J,H,,7664,flat,flat,down,H
SARGENT JUNIOR HIGH SCHOOL,2750,SARGENT RE-33J,M,,7668,up,up,up,M
CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,880,DENVER COUNTY 1,E,,7694,down,down,down,E
SCHMITT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,7698,flat,flat,flat,E
SCOTT ELEMENTARY SCHOOL,3120,GREELEY 6,E,,7700,flat,down,down,E
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,E,,7701,flat,down,flat,E
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,H,,7701,up,up,up,H
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,M,,7701,flat,down,flat,M
SCOTT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7705,flat,down,flat,E
SECREST ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7708,up,flat,up,E
SECOND CREEK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,7714,flat,down,down,E
SEDALIA ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,7718,flat,up,up,E
HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,H,,7746,up,up,up,H
HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,M,,7746,flat,,flat,M
SEMPER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7753,flat,down,down,E
SEVERANCE MIDDLE SCHOOL,3100,WINDSOR RE-4,M,,7755,flat,flat,up,M
SEVENTH STREET ELEMENTARY SCHOOL,890,DOLORES COUNTY RE NO.2,E,,7764,down,up,up,E
SHAFFER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7780,flat,flat,up,E
SILVER CREEK HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,7789,flat,down,flat,H
SHANNER ELEMENTARY SCHOOL,2670,HOLLY RE-3,E,,7794,up,up,up,E
SILVER CREEK ELEMENTARY,20,ADAMS 12 FIVE STAR SCHOOLS,E,,7795,flat,down,down,E
FLYNN ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,7810,down,flat,down,E
SHAW HEIGHTS MIDDLE SCHOOL,70,WESTMINSTER 50,M,,7812,down,up,flat,M
SHAWSHEEN ELEMENTARY SCHOOL,3120,GREELEY 6,E,,7814,flat,flat,flat,E
SHELLEDY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7832,flat,up,flat,E
SHELTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7833,up,up,flat,E
SHEPARDSON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7834,flat,flat,flat,E
SHERIDAN MIDDLE SCHOOL,123,SHERIDAN 2,M,,7837,down,flat,down,M
SHERIDAN HIGH SCHOOL,123,SHERIDAN 2,H,,7842,flat,flat,flat,H
SHERRELWOOD ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,7860,down,up,flat,E
SIDE CREEK ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,7865,down,down,down,E
SIERRA ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7870,flat,up,flat,E
SIERRA GRANDE ELEMENTARY SCHOOL,740,SIERRA GRANDE R-30,E,,7876,flat,up,flat,E
SIERRA GRANDE MIDDLE SCHOOL,740,SIERRA GRANDE R-30,M,,7878,up,up,flat,M
SOUTHERN COLORADO EARLY COLLEGE,2700,PUEBLO COUNTY 70,H,,7879,flat,flat,flat,H
SIERRA GRANDE SENIOR HIGH SCHOOL,740,SIERRA GRANDE R-30,H,,7880,down,down,down,H
SIERRA HIGH SCHOOL,980,HARRISON 2,H,,7882,up,up,up,H
SIERRA VISTA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7886,up,up,flat,E
CACTUS VALLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,7890,up,flat,flat,E
SILVERHEELS MIDDLE SCHOOL,2610,PARK COUNTY RE-2,M,,7891,flat,flat,flat,M
SILVERTON HIGH SCHOOL,2820,SILVERTON 1,H,,7904,,,up,H
SIMLA ELEMENTARY SCHOOL,940,BIG SANDY 100J,E,,7914,flat,up,up,E
SIMLA JUNIOR HIGH SCHOOL,940,BIG SANDY 100J,M,,7918,up,up,up,M
SIMLA HIGH SCHOOL,940,BIG SANDY 100J,H,,7922,down,flat,flat,H
SINGING HILLS ELEMENTARY SCHOOL,920,ELIZABETH C-1,E,,7925,up,flat,flat,E
SIXTH AVENUE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,7932,up,down,flat,E
SKINNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,7942,up,up,up,M
SKYLINE ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,7950,up,down,flat,E
SKYLINE VISTA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,7952,flat,up,up,E
SKYLINE HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,7954,down,flat,flat,H
SKYVIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,,7958,flat,flat,down,E
SKYVIEW MIDDLE SCHOOL,1110,FALCON 49,M,,7960,flat,flat,flat,M
SLATER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7962,flat,flat,flat,E
SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,E,,7972,flat,flat,flat,E
SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,M,,7972,flat,flat,flat,M
SMILEY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,7992,down,flat,flat,M
ESCALANTE MIDDLE SCHOOL,1520,DURANGO 9-R,M,,7994,flat,up,flat,M
SMITH ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8006,down,down,down,E
SPRINGS RANCH ELEMENTARY SCHOOL,1110,FALCON 49,E,,8010,flat,down,down,E
SMOKY HILL HIGH SCHOOL,130,CHERRY CREEK 5,H,,8020,flat,flat,flat,H
SOMERLID ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8030,up,up,up,E
JOHN W THIMMIG ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,8032,flat,up,up,E
SOARING EAGLES ELEMENTARY SCHOOL,980,HARRISON 2,E,,8034,flat,down,flat,E
SOBESKY ACADEMY,1420,JEFFERSON COUNTY R-1,A,EMH,8036,,,up,A
SOBESKY ACADEMY,1420,JEFFERSON COUNTY R-1,H,,8036,,,up,H
SOPRIS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,,8038,up,up,up,E
SOROCO MIDDLE SCHOOL,2780,SOUTH ROUTT RE 3,M,,8048,down,up,up,M
SOROCO HIGH SCHOOL,2780,SOUTH ROUTT RE 3,H,,8050,flat,down,flat,H
HENRY WORLD SCHOOL GRADES 6-8,880,DENVER COUNTY 1,M,,8054,up,up,flat,M
SOUTH ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,8060,flat,flat,flat,E
MOODY ELEMENTARY SCHOOL,140,LITTLETON 6,E,,8064,flat,flat,flat,E
SOUTH MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,8078,up,flat,up,M
SOUTH HIGH SCHOOL,2690,PUEBLO CITY 60,H,,8082,down,down,down,H
WEST DENVER PREP:  FEDERAL CAMPUS,880,DENVER COUNTY 1,M,,8085,flat,down,flat,M
SOUTH HIGH SCHOOL,880,DENVER COUNTY 1,H,,8086,down,flat,flat,H
DEANE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8090,flat,flat,flat,E
SOUTH LAKEWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8102,up,up,up,E
SOARING HAWK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,8106,flat,flat,up,E
SOUTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,8110,flat,up,flat,E
EDITH TETER ELEMENTARY SCHOOL,2610,PARK COUNTY RE-2,E,,8114,down,down,down,E
SOUTH PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8116,down,up,down,E
SOUTH PARK HIGH SCHOOL,2610,PARK COUNTY RE-2,H,,8118,flat,flat,flat,H
SOUTH ROUTT ELEMENTARY SCHOOL,2780,SOUTH ROUTT RE 3,E,,8120,up,up,up,E
VENETUCCI ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,8122,flat,up,up,E
SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,900,DOUGLAS COUNTY RE 1,E,,8126,down,down,down,E
SOUTHEAST ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,8130,flat,flat,flat,E
SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,880,DENVER COUNTY 1,H,,8132,down,flat,flat,H
SOUTHWEST OPEN CHARTER SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,H,,8133,flat,,flat,H
SOUTHERN HILLS MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,8135,flat,flat,flat,M
SOUTHMOOR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8138,flat,down,down,E
SPANGLER ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,8140,up,up,up,E
SPANN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8143,up,up,up,E
SUMMIT ACADEMY,880,DENVER COUNTY 1,H,,8145,flat,,flat,H
SPRINGFIELD ELEMENTARY SCHOOL,250,SPRINGFIELD RE-4,E,,8160,flat,flat,flat,E
SPRINGFIELD JUNIOR HIGH SCHOOL,250,SPRINGFIELD RE-4,M,,8164,flat,up,up,M
SPRINGFIELD HIGH SCHOOL,250,SPRINGFIELD RE-4,H,,8168,down,flat,flat,H
SPROUL JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,,8178,flat,flat,flat,M
SODA CREEK ELEMENTARY SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,,8208,flat,flat,flat,E
STANDLEY LAKE HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,8209,down,down,down,H
STEAMBOAT SPRINGS MIDDLE SCHOOL,2770,STEAMBOAT SPRINGS RE-2,M,,8210,flat,down,down,M
THE STUDIO SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,8211,flat,flat,flat,E
STEAMBOAT SPRINGS HIGH SCHOOL,2770,STEAMBOAT SPRINGS RE-2,H,,8212,flat,flat,flat,H
STECK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8222,flat,flat,flat,E
STELLAR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,8225,flat,down,down,E
STEDMAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8232,down,down,down,E
STEELE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8242,flat,down,flat,E
STEELE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8246,flat,down,flat,E
STEIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8248,up,flat,flat,E
STERLING MIDDLE SCHOOL,1828,VALLEY RE-1,M,,8256,down,flat,down,M
STERLING HIGH SCHOOL,1828,VALLEY RE-1,H,,8260,flat,flat,flat,H
STETSON ELEMENTARY SCHOOL,1110,FALCON 49,E,,8266,flat,up,up,E
GRAND VALLEY MIDDLE SCHOOL,1220,GARFIELD 16,M,,8274,flat,down,down,M
STEM SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,8275,flat,flat,flat,E
STOBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8276,flat,up,up,E
STONY CREEK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8280,flat,flat,flat,E
STOTT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8300,up,up,up,E
STOVE PRAIRIE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,8318,down,,flat,E
STRASBURG ELEMENTARY SCHOOL,60,STRASBURG 31J,E,,8328,flat,flat,up,E
HEMPHILL MIDDLE SCHOOL,60,STRASBURG 31J,M,,8332,flat,flat,flat,M
STRASBURG HIGH SCHOOL,60,STRASBURG 31J,H,,8334,down,flat,flat,H
STRATMOOR HILLS ELEMENTARY SCHOOL,980,HARRISON 2,E,,8337,down,down,down,E
STRATTON ELEMENTARY SCHOOL,1480,STRATTON R-4,E,,8342,down,flat,up,E
STRATTON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8346,flat,down,down,E
STRATTON MEADOWS ELEMENTARY SCHOOL,980,HARRISON 2,E,,8350,flat,flat,up,E
STRATTON MIDDLE SCHOOL,1480,STRATTON R-4,M,,8351,down,flat,flat,M
STRATTON SENIOR HIGH SCHOOL,1480,STRATTON R-4,H,,8354,down,down,down,H
WILLIAM SMITH HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,8356,flat,up,flat,H
STRAWBERRY PARK ELEMENTARY SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,,8358,flat,up,up,E
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,E,,8359,up,up,flat,E
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,M,,8359,down,down,down,M
STUKEY ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,8361,up,up,up,E
DILLON VALLEY ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8370,up,up,up,E
BRECKENRIDGE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8372,flat,up,flat,E
FRISCO ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8374,down,down,down,E
SILVERTHORNE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8376,flat,up,up,E
SUMMIT MIDDLE SCHOOL,3000,SUMMIT RE-1,M,,8377,flat,up,up,M
SUMMIT HIGH SCHOOL,3000,SUMMIT RE-1,H,,8378,flat,up,flat,H
SUMMIT ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,,8379,flat,up,up,E
SUMMIT ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,8380,down,flat,down,E
SUMMIT RIDGE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,8381,flat,flat,flat,M
SUMMIT VIEW ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,8382,flat,flat,flat,E
SUMMIT COVE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8385,down,flat,down,E
SUMMIT MIDDLE CHARTER SCHOOL,480,BOULDER VALLEY RE 2,M,,8387,flat,flat,flat,M
SUNNYSIDE ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,8388,down,flat,down,E
SUNRISE ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,8392,flat,down,flat,E
SUNRISE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,8394,flat,flat,down,E
SUNSET ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,,8398,flat,flat,down,E
SUNSET PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8402,down,down,flat,E
SUNSET RIDGE ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,8406,down,down,down,E
SUPERIOR ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,8418,flat,flat,flat,E
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),E,,8419,down,,down,E
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),H,,8419,flat,flat,down,H
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),M,,8419,up,flat,up,M
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,E,,8420,down,down,down,E
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,M,,8420,flat,down,down,M
SWANSEA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8422,flat,flat,flat,E
SWANSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8432,flat,flat,flat,E
SWINK ELEMENTARY SCHOOL,2570,SWINK 33,E,,8452,up,flat,flat,E
SWINK JUNIOR-SENIOR HIGH SCHOOL,2570,SWINK 33,H,,8456,flat,flat,flat,H
SWINK JUNIOR-SENIOR HIGH SCHOOL,2570,SWINK 33,M,,8456,up,up,flat,M
JACK SWIGERT AEROSPACE ACADEMY,1010,COLORADO SPRINGS 11,M,,8457,flat,flat,up,M
RANGE VIEW ELEMENTARY,3100,WINDSOR RE-4,E,,8459,flat,flat,flat,E
TAVELLI ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,8460,flat,down,down,E
TAYLOR ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,8462,flat,up,up,E
TAYLOR ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8466,flat,flat,up,E
TELLER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8776,flat,down,down,E
TCA COLLEGE PATHWAYS,1040,ACADEMY 20,H,,8779,flat,flat,flat,H
TCA COLLEGE PATHWAYS,1040,ACADEMY 20,M,,8779,flat,,down,M
TELLURIDE ELEMENTARY SCHOOL,2830,TELLURIDE R-1,E,,8786,flat,flat,flat,E
TELLURIDE MIDDLE SCHOOL,2830,TELLURIDE R-1,M,,8790,down,down,down,M
VISTA RIDGE HIGH SCHOOL,1110,FALCON 49,H,,8791,down,flat,flat,H
TWO ROADS CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,H,,8793,flat,,flat,H
TELLURIDE HIGH SCHOOL,2830,TELLURIDE R-1,H,,8794,flat,flat,flat,H
TENNYSON KNOLLS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,8798,down,flat,flat,E
THE CONNECT CHARTER SCHOOL,2700,PUEBLO COUNTY 70,M,,8810,flat,down,down,M
THE DA VINCI ACADEMY SCHOOL,1040,ACADEMY 20,E,,8813,flat,down,flat,E
TURNBERRY ELEMENTARY,40,BRIGHTON 27J,E,,8820,flat,flat,flat,E
THOMAS JEFFERSON HIGH SCHOOL,880,DENVER COUNTY 1,H,,8822,flat,flat,down,H
THOMPSON VALLEY HIGH SCHOOL,1560,THOMPSON R2-J,H,,8824,flat,flat,flat,H
THOMAS MACLAREN STATE CHARTER SCHOOL,8001,CHARTER SCHOOL INSTITUTE,H,,8825,flat,flat,flat,H
THOMAS MACLAREN STATE CHARTER SCHOOL,8001,CHARTER SCHOOL INSTITUTE,M,,8825,up,down,down,M
THOMSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8834,flat,up,flat,E
THORNTON ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,8842,flat,up,flat,E
THUNDER MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,8846,down,down,down,E
THUNDERRIDGE HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,8847,flat,flat,flat,H
THUNDER RIDGE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,8848,flat,flat,flat,M
TIMBERLINE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,8850,flat,up,up,E
TIMBERVIEW MIDDLE SCHOOL,1040,ACADEMY 20,M,,8851,flat,down,down,M
TIMNATH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,8852,flat,flat,flat,E
TIMBER TRAIL ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,8853,flat,down,down,E
TOLLGATE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,8858,down,flat,down,E
TOPE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,8876,flat,flat,down,E
TRAILS WEST ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,8887,flat,down,flat,E
TRAYLOR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8888,flat,flat,flat,E
TRAILBLAZER ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,8897,flat,flat,flat,E
TRAILBLAZER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8902,down,flat,down,E
TRAIL RIDGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,8903,flat,up,flat,M
TRINIDAD HIGH SCHOOL,1580,TRINIDAD 1,H,,8906,down,down,down,H
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,E,,8909,up,up,up,E
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,M,,8909,down,down,down,M
TRUSCOTT ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,8918,flat,flat,up,E
TURMAN ELEMENTARY SCHOOL,980,HARRISON 2,E,,8923,flat,down,down,E
TURNER MIDDLE SCHOOL,1560,THOMPSON R2-J,M,,8925,flat,down,down,M
TWIN PEAKS CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,E,,8927,up,flat,flat,E
TWIN PEAKS CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,M,,8927,flat,down,down,M
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,E,,8929,up,up,up,E
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,H,,8929,up,up,up,H
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,M,,8929,up,flat,flat,M
TWOMBLY ELEMENTARY SCHOOL,3140,WELD COUNTY S/D RE-8,E,,8930,flat,down,down,E
UNDERWOOD ELEMENTARY SCHOOL,2730,DEL NORTE C-7,E,,8960,flat,up,up,E
UNION COLONY PREPARATORY SCHOOL,3120,GREELEY 6,H,,8965,flat,flat,flat,H
UNION COLONY PREPARATORY SCHOOL,3120,GREELEY 6,M,,8965,flat,flat,flat,M
UNIVERSITY PARK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,8970,flat,flat,flat,E
UNIVERSITY HILL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,8978,down,flat,flat,E
UPPER BLUE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8993,flat,up,flat,E
UTE MEADOWS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9008,flat,flat,flat,E
UTE PASS ELEMENTARY SCHOOL,1030,MANITOU SPRINGS 14,E,,9010,down,flat,flat,E
VALLEY HIGH SCHOOL,3080,WELD COUNTY RE-1,H,,9032,down,down,flat,H
VALLEY VIEW K-8,10,MAPLETON 1,E,,9036,down,down,down,E
VALLEY VIEW K-8,10,MAPLETON 1,M,,9036,up,up,up,M
VALVERDE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,9050,down,down,down,E
THE VANGUARD SCHOOL (MIDDLE),8001,CHARTER SCHOOL INSTITUTE,M,,9051,flat,down,down,M
VAN ARSDALE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9052,flat,flat,flat,E
VAN BUREN ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,9055,flat,flat,flat,E
VANGUARD CLASSICAL SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,9056,up,up,up,E
VANGUARD CLASSICAL SCHOOL,180,ADAMS-ARAPAHOE 28J,M,,9056,flat,up,up,M
THE VANGUARD SCHOOL (HIGH),8001,CHARTER SCHOOL INSTITUTE,H,,9057,flat,flat,flat,H
VANDERHOOF ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9058,flat,flat,flat,E
VASSAR ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,9059,flat,down,down,E
VAUGHN ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,9060,up,up,up,E
VAIL SKI AND SNOWBOARD ACADEMY (USSA),910,EAGLE COUNTY RE 50,H,,9061,up,,down,H
VAIL SKI AND SNOWBOARD ACADEMY (USSA),910,EAGLE COUNTY RE 50,M,,9061,flat,down,down,M
CRESSON ELEMENTARY SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,E,,9080,down,flat,flat,E
VISTA PEAK P-8 EXPLORATORY,180,ADAMS-ARAPAHOE 28J,E,,9083,flat,flat,flat,E
VISTA PEAK P-8 EXPLORATORY,180,ADAMS-ARAPAHOE 28J,M,,9083,flat,flat,flat,M
V.I.L.A.S. ONLINE SCHOOL,260,VILAS RE-5,E,,9085,down,,flat,E
V.I.L.A.S. ONLINE SCHOOL,260,VILAS RE-5,H,,9085,up,flat,flat,H
V.I.L.A.S. ONLINE SCHOOL,260,VILAS RE-5,M,,9085,up,up,up,M
VILAS ELEMENTARY SCHOOL,260,VILAS RE-5,E,,9090,down,,flat,E
VILAS UNDIVIDED HIGH SCHOOL,260,VILAS RE-5,H,,9100,,,flat,H
VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,9108,down,flat,flat,E
VINELAND ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,9130,flat,down,flat,E
VINELAND MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,9134,down,flat,down,M
VIRGINIA COURT ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,9140,down,down,flat,E
NORTH FORK VISION SCHOOL,870,DELTA COUNTY 50(J),E,,9146,up,,flat,E
NORTH FORK VISION SCHOOL,870,DELTA COUNTY 50(J),H,,9146,flat,flat,flat,H
VISTA CHARTER SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,9149,,,flat,H
VIVIAN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9154,flat,flat,flat,E
HI PLAINS ELEMENTARY SCHOOL,1460,HI-PLAINS R-23,E,,9164,up,up,up,E
W H HEATON MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,9188,down,flat,flat,M
WALDEN ELEMENTARY SCHOOL,1410,NORTH PARK R-1,E,,9198,up,up,up,E
WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,9200,flat,up,up,E
JOHN MALL HIGH SCHOOL,1390,HUERFANO RE-1,H,,9212,flat,down,flat,H
WALSH ELEMENTARY SCHOOL,230,WALSH RE-1,E,,9222,up,flat,up,E
WALSH HIGH SCHOOL,230,WALSH RE-1,H,,9226,down,down,down,H
WALSH HIGH SCHOOL,230,WALSH RE-1,M,,9226,down,down,down,M
WALT CLARK MIDDLE SCHOOL,1560,THOMPSON R2-J,M,,9228,flat,flat,flat,M
VIKAN MIDDLE SCHOOL,40,BRIGHTON 27J,M,,9230,flat,flat,flat,M
WAMSLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,9231,flat,flat,flat,E
WARDER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9232,up,up,flat,E
WARREN OCCUPATION TECHNICAL CENTER,1420,JEFFERSON COUNTY R-1,H,,9234,,,flat,H
