school,district_id,district_name,emh,emh_combined,school_id,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,graduation_rate,year
DUNSTAN MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,2300,6,7,6,7,8,5,6,6,2,,2011
ELLICOTT MIDDLE SCHOOL,1050,ELLICOTT 22,M,False,2640,6,5,4,5,6,6,5,6,5,,2011
MANN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,False,4090,6,6,5,6,6,6,6,6,5,,2011
KEMP ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,4536,6,5,5,5,6,6,8,5,6,,2011
THE PINNACLE CHARTER SCHOOL MIDDLE,8001,CHARTER SCHOOL INSTITUTE,M,False,6913,6,5,4,6,5,6,6,6,6,,2011
VAN BUREN ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,False,9055,6,6,6,6,6,6,6,3,6,,2011
VIKAN MIDDLE SCHOOL,40,BRIGHTON 27J,M,False,9230,6,6,5,6,6,5,5,5,5,,2011
DENVER CENTER FOR INTERNATIONAL STUDIES,880,DENVER COUNTY 1,M,False,2183,6,9,6,9,8,3,5,3,6,,2011
CONRAD BALL MIDDLE SCHOOL,1560,THOMPSON R2-J,M,False,510,6,6,5,6,6,6,6,6,6,,2011
TURNBERRY ELEMENTARY,40,BRIGHTON 27J,E,False,8820,6,6,6,6,6,5,5,5,6,,2011
PEAK TO PEAK CHARTER SCHOOL,480,BOULDER VALLEY RE 2,M,False,6816,6,12,7,10,11,3,5,3,5,,2011
WINDSOR CHARTER ACADEMY,3100,WINDSOR RE-4,E,False,9665,6,11,11,10,10,1,2,3,1,,2011
UNIVERSITY HILL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,8978,6,6,6,6,5,2,7,1,8,,2011
VASSAR ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,9059,6,5,6,6,4,6,5,7,5,,2011
WESTGATE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,9412,6,6,6,6,4,6,6,6,5,,2011
LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,M,False,5298,6,5,5,5,5,6,5,6,6,,2011
MCAULIFFE ELEMENTARY,1010,COLORADO SPRINGS 11,E,False,1625,5,5,6,5,5,5,6,6,3,,2011
GILPIN COUNTY ELEMENTARY SCHOOL,1330,GILPIN COUNTY RE-1,E,False,1632,5,8,7,6,7,2,1,5,1,,2011
EVA R BACA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,2438,5,6,6,5,6,6,5,6,6,,2011
HOEHNE ELEMENTARY SCHOOL,1600,HOEHNE REORGANIZED 3,E,False,4044,5,9,9,7,9,3,4,3,6,,2011
MESA VIEW ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,5842,5,6,6,5,5,5,5,5,5,,2011
FOUNDATIONS ACADEMY,40,BRIGHTON 27J,E,False,2945,5,7,8,7,6,3,3,3,5,,2011
MONTEREY COMMUNITY SCHOOL,10,MAPLETON 1,M,False,501,5,3,2,5,5,7,6,6,8,,2011
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,M,False,8420,5,7,6,7,6,3,3,5,3,,2011
KNAPP ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,4762,5,1,3,2,1,7,7,7,7,,2011
BILL METZ ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,E,False,6036,5,6,5,5,6,6,5,6,4,,2011
WILSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,9660,5,6,6,6,5,5,6,5,3,,2011
BYERS JUNIOR-SENIOR HIGH SCHOOL,190,BYERS 32J,M,False,1176,5,6,6,6,6,5,3,7,5,,2011
KNOWLEDGE QUEST ACADEMY,3110,JOHNSTOWN-MILLIKEN RE-5J,E,False,4785,5,7,7,6,6,4,5,5,5,,2011
TRINIDAD MIDDLE SCHOOL,1580,TRINIDAD 1,M,False,1386,5,5,3,6,5,5,5,6,5,,2011
LONGS PEAK MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,5288,5,5,3,5,6,6,6,6,6,,2011
SWANSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8432,5,5,5,3,6,6,6,6,4,,2011
TURMAN ELEMENTARY SCHOOL,980,HARRISON 2,E,False,8923,5,5,6,6,5,6,7,6,6,,2011
WEST INTERGENERATIONAL CENTER,1010,COLORADO SPRINGS 11,M,False,9404,5,6,5,6,6,6,5,6,5,,2011
DARTMOUTH ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,2114,5,3,5,4,3,6,5,6,6,,2011
EIBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,2550,5,4,5,3,5,6,6,9,6,,2011
LYN KNOLL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,5361,5,1,2,3,3,9,6,9,8,,2011
CENTENNIAL JUNIOR HIGH SCHOOL,640,CENTENNIAL R-1,M,False,1396,5,5,1,5,,6,5,6,9,,2011
FOWLER JUNIOR HIGH SCHOOL,2540,FOWLER R-4J,M,False,3130,5,6,6,7,7,3,1,1,9,,2011
HAYDEN MIDDLE SCHOOL,2760,HAYDEN RE-1,M,False,3860,5,7,3,5,6,5,6,7,1,,2011
INDIAN PEAKS CHARTER SCHOOL,1350,EAST GRAND 2,M,False,4277,4,5,2,5,,6,6,6,6,,2011
CRAIG MIDDLE SCHOOL,2020,MOFFAT COUNTY RE:NO 1,M,False,1938,5,6,5,6,6,5,6,5,5,,2011
TELLER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8776,5,6,6,6,6,5,6,5,5,,2011
BROMLEY EAST CHARTER SCHOOL,40,BRIGHTON 27J,M,False,1052,5,6,5,6,6,5,3,5,6,,2011
JANITELL JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,False,4394,5,6,6,6,6,6,5,6,5,,2011
MOORE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,6090,5,6,6,6,6,5,5,6,3,,2011
CENTAURI MIDDLE SCHOOL,550,NORTH CONEJOS RE-1J,M,False,1276,5,6,6,6,7,6,6,7,2,,2011
BEAVER VALLEY ELEMENTARY SCHOOL,2395,BRUSH RE-2(J),E,False,1438,5,6,6,6,6,5,6,5,3,,2011
ELLIS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,2652,5,3,6,5,4,6,4,6,7,,2011
L.W. ST. JOHN ELEMENTARY SCHOOL,1220,GARFIELD 16,E,False,3603,5,5,5,3,5,5,5,6,5,,2011
GRAND VALLEY MIDDLE SCHOOL,1220,GARFIELD 16,M,False,8274,5,5,2,5,6,6,5,6,6,,2011
VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,9108,5,5,6,5,3,5,5,5,5,,2011
UNIVERSITY SCHOOLS,3120,GREELEY 6,M,False,2850,5,6,6,6,6,6,6,6,6,,2011
PAONIA HIGH SCHOOL,870,DELTA COUNTY 50(J),M,False,6708,5,6,6,8,9,3,6,3,3,,2011
DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,170,DEER TRAIL 26J,M,False,2140,5,6,4,6,6,5,6,5,2,,2011
UNION COLONY PREPARATORY SCHOOL,3120,GREELEY 6,M,False,8965,5,9,5,9,9,2,5,1,5,,2011
ACADEMY OF CHARTER SCHOOLS,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,15,5,7,6,7,6,3,3,5,4,,2011
SCHOLARS TO LEADERS ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,False,1376,5,5,6,5,6,6,5,9,1,,2011
SARAH MILNER ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,False,7640,5,6,6,6,6,5,6,3,6,,2011
UNIVERSITY SCHOOLS,3120,GREELEY 6,E,False,2850,5,6,6,6,6,5,6,6,5,,2011
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,M,False,7388,5,6,5,6,6,5,5,5,6,,2011
GALILEO SCHOOL OF MATH AND SCIENCE,1010,COLORADO SPRINGS 11,M,False,3360,5,6,6,6,6,6,5,6,4,,2011
GRANT MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,3600,5,3,3,4,5,7,6,6,7,,2011
JACKSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,4356,5,3,5,3,3,6,2,10,6,,2011
TWOMBLY ELEMENTARY SCHOOL,3140,WELD COUNTY S/D RE-8,E,False,8930,5,3,6,3,5,6,5,7,3,,2011
WALSH ELEMENTARY SCHOOL,230,WALSH RE-1,E,False,9222,5,10,10,11,9,2,3,1,5,,2011
TAYLOR ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8466,5,6,6,5,6,5,6,1,6,,2011
GILPIN COUNTY UNDIVIDED HIGH SCHOOL,1330,GILPIN COUNTY RE-1,M,False,1634,5,6,6,6,9,6,3,6,6,,2011
EMERALD ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,2702,5,5,6,5,5,5,6,5,6,,2011
FLORIDA MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,False,3012,5,6,6,5,7,5,6,3,6,,2011
LINCOLN MIDDLE SCHOOL,1550,POUDRE R-1,M,False,5168,5,5,5,6,5,6,6,6,6,,2011
MEEKER ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5752,5,6,6,6,6,6,5,6,6,,2011
MOUNT GARFIELD MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,False,6166,5,5,3,5,6,5,5,5,3,,2011
PIONEER RIDGE ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,False,6963,5,9,9,10,8,1,3,2,2,,2011
SECOND CREEK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,7714,5,6,6,6,6,5,6,5,3,,2011
GLOBAL VILLAGE ACADEMY,180,ADAMS-ARAPAHOE 28J,E,False,3471,5,5,6,5,6,5,5,3,6,,2011
CENTENNIAL ELEMENTARY,470,ST VRAIN VALLEY RE 1J,E,False,1245,5,6,7,6,6,4,5,5,5,,2011
BRENTWOOD MIDDLE SCHOOL,3120,GREELEY 6,M,False,988,5,4,1,5,5,6,6,5,6,,2011
MESA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,False,5836,5,5,6,3,5,6,6,6,5,,2011
MINNEQUA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,5916,5,6,7,5,5,3,3,6,3,,2011
MOUNTAIN VALLEY MIDDLE SCHOOL,2790,MOUNTAIN VALLEY RE 1,M,False,6144,5,6,4,6,6,5,5,6,4,,2011
PENROSE ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,False,6858,5,6,7,6,6,5,7,2,5,,2011
POMONA ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,False,7106,5,6,7,5,6,5,6,5,3,,2011
CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,M,False,2024,5,5,1,5,3,6,6,6,3,,2011
ENGLEWOOD MIDDLE SCHOOL,120,ENGLEWOOD 1,M,False,2752,5,4,3,5,6,6,2,7,7,,2011
PENNINGTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,6848,5,3,5,2,3,6,5,6,6,,2011
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,E,False,3306,5,6,8,6,6,1,1,1,5,,2011
REVERE JUNIOR-SENIOR HIGH SCHOOL,2865,PLATTE VALLEY RE-3,M,False,7322,5,9,6,9,6,3,5,4,1,,2011
GRANT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3592,5,6,6,6,6,5,6,4,3,,2011
MIAMI-YODER JUNIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,M,False,5870,5,6,5,6,5,3,5,4,3,,2011
STRATTON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8346,5,8,9,9,8,3,3,3,5,,2011
HARRISON SCHOOL,1140,CANON CITY RE-1,E,False,3802,5,6,6,6,6,5,5,5,5,,2011
PRIMERO JUNIOR-SENIOR HIGH SCHOOL,1590,PRIMERO REORGANIZED 2,M,False,7164,5,6,5,6,6,4,5,5,4,,2011
RANGELY JUNIOR/SENIOR HIGH SCHOOL,2720,RANGELY RE-4,M,False,7276,5,6,3,6,6,6,7,3,6,,2011
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),M,False,8419,5,7,1,6,6,6,9,3,6,,2011
GOLDRICK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3512,5,3,6,3,3,6,5,9,3,,2011
KULLERSTRAND ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,4802,5,5,5,5,3,5,6,5,5,,2011
BETHUNE ELEMENTARY SCHOOL,1490,BETHUNE R-5,E,False,832,5,5,6,5,3,6,5,6,5,,2011
WHITTIER K-8 SCHOOL,880,DENVER COUNTY 1,E,False,9548,5,2,5,3,2,6,3,9,6,,2011
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,E,False,9729,5,6,6,7,7,3,4,3,5,,2011
BRICKER ELEMENTARY SCHOOL,980,HARRISON 2,E,False,1000,5,6,6,6,3,4,2,6,3,,2011
OTHO E STUART MIDDLE SCHOOL,40,BRIGHTON 27J,M,False,6702,5,6,3,6,6,6,7,3,6,,2011
BRANSON SCHOOL ONLINE,1750,BRANSON REORGANIZED 82,E,False,948,5,7,7,6,6,3,4,5,3,,2011
FOSTER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3088,5,5,5,5,6,6,9,6,6,,2011
NIVER CREEK MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,6830,5,1,2,1,3,6,6,9,5,,2011
CENTURY ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,1470,5,4,5,5,3,6,6,6,5,,2011
CLARA E. METZ ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,1622,5,3,6,3,5,6,5,7,5,,2011
PEORIA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,6869,5,2,3,3,1,7,6,10,6,,2011
PUEBLO WEST MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,False,7212,5,6,4,6,7,3,5,3,3,,2011
SKYLINE VISTA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,7952,5,2,6,1,1,6,3,10,3,,2011
MEADOW COMMUNITY SCHOOL,10,MAPLETON 1,M,False,502,5,3,1,1,2,8,6,6,10,,2011
HARRISON SCHOOL,1140,CANON CITY RE-1,M,False,3802,5,6,6,6,7,5,5,6,4,,2011
RIVERSIDE SCHOOL,1195,GARFIELD RE-2,E,False,7388,5,6,6,6,6,3,5,3,5,,2011
GILPIN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3426,5,1,1,1,1,7,5,10,6,,2011
MADISON ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,5412,5,3,5,4,3,6,5,6,6,,2011
SEVENTH STREET ELEMENTARY SCHOOL,890,DOLORES COUNTY RE NO.2,E,False,7764,5,4,6,5,6,3,1,7,2,,2011
CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3090,KEENESBURG RE-3(J),E,False,1299,5,6,9,6,6,2,1,6,1,,2011
KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,510,KIT CARSON R-1,M,False,4742,5,9,5,8,5,1,1,1,5,,2011
LAKE MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,4910,5,1,1,1,3,8,6,6,9,,2011
PLEASANT VIEW MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,False,7086,5,6,6,7,6,3,4,5,3,,2011
BRADFORD ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,954,5,6,6,5,5,5,6,6,2,,2011
CREIGHTON MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,1976,5,6,5,6,7,4,4,5,5,,2011
HENRY WORLD SCHOOL GRADES 6-8,880,DENVER COUNTY 1,M,False,8054,5,4,3,5,5,6,6,6,6,,2011
BARNUM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,520,5,1,4,1,1,7,5,10,6,,2011
CENTENNIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,1384,5,3,5,3,2,6,6,8,6,,2011
JOSEPHINE HODGKINS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,4465,5,2,5,2,3,7,7,9,6,,2011
KEPNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,4656,5,1,1,1,1,7,7,9,6,,2011
MC GLONE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,5685,5,1,1,1,2,9,7,12,6,,2011
ROCKY MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,7467,5,3,3,1,3,7,6,9,6,,2011
SABLE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,7558,5,1,3,2,1,6,6,9,5,,2011
GLOBAL LEADERSHIP ACADEMY,10,MAPLETON 1,M,False,263,5,1,1,1,1,6,5,6,7,,2011
ACHIEVE ACADEMY,10,MAPLETON 1,E,False,505,5,2,5,2,1,7,6,9,6,,2011
FRONTIER CHARTER ACADEMY,3120,GREELEY 6,M,False,1875,5,8,6,9,7,3,3,3,2,,2011
GREENWOOD ECE-8,880,DENVER COUNTY 1,E,False,3647,5,2,4,2,1,6,4,7,6,,2011
HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,E,False,4140,5,1,3,1,1,6,6,9,5,,2011
FOX MEADOW MIDDLE SCHOOL,980,HARRISON 2,M,False,3522,5,5,3,6,5,5,5,5,6,,2011
MONTE VISTA MIDDLE SCHOOL,2740,MONTE VISTA C-8,M,False,6044,5,5,3,6,6,6,4,6,6,,2011
OVERLAND TRAIL MIDDLE SCHOOL,40,BRIGHTON 27J,M,False,6638,5,5,5,5,6,5,5,6,2,,2011
SOMERLID ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,8030,5,6,6,6,4,5,7,3,5,,2011
NUCLA HIGH SCHOOL,2190,WEST END RE-2,M,False,6436,5,5,5,3,9,2,5,1,3,,2011
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,M,False,4901,5,3,2,3,5,6,6,6,6,,2011
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,M,False,8909,5,1,1,1,1,6,6,6,7,,2011
MESA ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,False,3108,5,7,9,6,7,3,5,3,3,,2011
MUNROE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,6188,5,3,5,3,1,6,9,5,6,,2011
BIRCH ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,872,5,6,6,6,6,3,3,4,5,,2011
CARLSON ELEMENTARY SCHOOL,540,CLEAR CREEK RE-1,E,False,4212,5,6,7,6,6,5,5,6,2,,2011
PENROSE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,6856,5,6,6,6,5,1,1,1,6,,2011
SUNSET ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,False,8398,5,6,6,6,6,3,3,1,6,,2011
FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,2995,5,1,3,1,3,6,7,5,6,,2011
JOHNSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,4450,5,1,3,1,1,6,5,7,6,,2011
PRAIRIE VIEW MIDDLE SCHOOL,40,BRIGHTON 27J,M,False,7131,5,6,3,6,6,3,4,5,4,,2011
PARK LANE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,6758,5,1,5,2,3,6,5,8,6,,2011
LOMA LINDA ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,5246,5,5,6,6,4,5,5,3,6,,2011
PLEASANT VIEW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7078,5,5,4,5,3,6,7,5,4,,2011
SIERRA GRANDE ELEMENTARY SCHOOL,740,SIERRA GRANDE R-30,E,False,7876,5,5,7,6,5,2,2,6,1,,2011
INDEPENDENCE ACADEMY,2000,MESA COUNTY VALLEY 51,M,False,2128,5,6,1,5,3,5,8,3,6,,2011
DOVE CREEK HIGH SCHOOL,890,DOLORES COUNTY RE NO.2,M,False,2216,5,6,3,6,6,6,6,3,6,,2011
HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,E,False,3846,5,6,9,7,6,2,3,1,5,,2011
PIKES PEAK SCHOOL EXPEDITIONARY LEARNING,1110,FALCON 49,E,False,6935,5,7,6,6,6,1,1,1,1,,2011
CENTRAL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,1426,4,3,2,2,3,6,6,5,5,,2011
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,E,False,7701,4,7,8,6,6,1,1,1,3,,2011
O'CONNELL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,6474,4,4,1,3,5,3,4,5,3,,2011
WAMSLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,False,9231,4,5,6,3,,6,9,7,1,,2011
EAST MEMORIAL ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,2414,4,5,6,3,3,5,3,6,6,,2011
MONACO ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,5982,4,5,5,3,4,6,6,6,6,,2011
ALTURA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,214,4,1,2,1,1,6,5,8,6,,2011
PARIS ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,6728,4,1,3,1,1,6,5,6,7,,2011
HUNT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3890,4,4,6,3,2,4,3,5,5,,2011
STRATTON MEADOWS ELEMENTARY SCHOOL,980,HARRISON 2,E,False,8350,4,5,6,5,3,3,5,5,2,,2011
WESTGATE CHARTER,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,9431,4,6,6,9,,3,2,3,6,,2011
FRENCH ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,3234,4,6,6,6,6,3,5,5,3,,2011
SHAWSHEEN ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,7814,4,6,6,6,5,3,1,6,3,,2011
WIDEFIELD ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,9562,4,6,6,6,6,5,6,6,2,,2011
GRANADA UNDIVIDED HIGH SCHOOL,2650,GRANADA RE-1,M,False,3546,4,6,5,8,5,5,3,6,4,,2011
HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,M,False,3758,4,3,1,5,2,6,5,7,6,,2011
COLE ARTS AND SCIENCE ACADEMY,880,DENVER COUNTY 1,E,False,1785,4,1,2,1,2,6,5,7,5,,2011
CALICHE ELEMENTARY SCHOOL,1828,VALLEY RE-1,E,False,1220,4,6,9,6,6,3,5,3,1,,2011
TALBOTT ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,4346,4,6,6,5,6,5,4,6,3,,2011
SPRINGFIELD ELEMENTARY SCHOOL,250,SPRINGFIELD RE-4,E,False,8160,4,6,7,6,5,1,3,3,1,,2011
AXL ACADEMY,180,ADAMS-ARAPAHOE 28J,E,False,213,4,5,5,5,5,5,3,5,7,,2011
BURLINGTON MIDDLE SCHOOL,1500,BURLINGTON RE-6J,M,False,1150,4,6,3,6,6,3,5,3,3,,2011
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),E,False,8419,4,6,5,3,6,2,6,1,2,,2011
MONROE ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,False,5992,4,6,6,6,6,4,2,6,5,,2011
PRITCHETT MIDDLE SCHOOL,240,PRITCHETT RE-3,M,False,7176,4,6,6,8,,3,3,6,3,,2011
ROCKY MOUNTAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2582,4,3,6,3,5,5,4,6,3,,2011
GENOA-HUGO MIDDLE SCHOOL,1780,GENOA-HUGO C113,M,False,4160,4,6,3,6,6,2,6,1,5,,2011
LAKE INTERNATIONAL SCHOOL,880,DENVER COUNTY 1,M,False,5255,4,1,5,3,,6,1,9,5,,2011
TENNYSON KNOLLS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,8798,4,1,4,1,3,6,6,6,4,,2011
ACHIEVE ACADEMY,10,MAPLETON 1,M,False,505,4,2,1,3,5,6,6,6,6,,2011
LA JUNTA JR/SR HIGH SCHOOL,2520,EAST OTERO R-1,M,False,5015,4,5,5,6,6,3,3,4,5,,2011
AURORA HILLS MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,False,464,3,3,3,4,5,6,6,6,5,,2011
HERITAGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,6344,3,3,3,3,5,6,6,6,6,,2011
NORWOOD ELEMENTARY SCHOOL,2840,NORWOOD R-2J,E,False,6418,3,9,9,8,7,1,1,3,1,,2011
KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,M,False,4795,3,3,3,5,4,6,5,6,5,,2011
CHATFIELD ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,1520,3,5,4,3,5,3,5,2,5,,2011
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,E,False,1345,3,3,6,5,3,3,5,3,4,,2011
CESAR CHAVEZ ACADEMY DENVER,880,DENVER COUNTY 1,M,False,1345,3,3,1,5,1,6,6,3,9,,2011
MARTINEZ ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,6774,3,3,6,3,3,5,3,6,6,,2011
SIERRA GRANDE MIDDLE SCHOOL,740,SIERRA GRANDE R-30,M,False,7878,3,5,3,5,,3,4,2,6,,2011
FRUITVALE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,3262,3,6,6,5,5,3,6,3,3,,2011
BEA UNDERWOOD ELEMENTARY SCHOOL,1220,GARFIELD 16,E,False,3578,3,5,5,3,,4,5,5,5,,2011
ADAMS CITY MIDDLE SCHOOL,30,ADAMS COUNTY 14,M,False,20,3,3,2,3,5,6,6,6,6,,2011
COLORADO CONNECTIONS ACADEMY,10,MAPLETON 1,E,False,1796,3,6,6,6,6,3,3,3,5,,2011
CORRIDOR COMMUNITY ACADEMY,50,BENNETT 29J,E,False,1889,3,6,6,6,6,1,1,4,1,,2011
SHAW HEIGHTS MIDDLE SCHOOL,70,WESTMINSTER 50,M,False,7812,3,4,1,3,5,5,6,3,5,,2011
SMILEY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,7992,3,3,2,3,4,6,6,6,6,,2011
WALSH HIGH SCHOOL,230,WALSH RE-1,M,False,9226,3,6,6,6,6,1,1,5,1,,2011
DUPONT ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,2308,3,4,5,3,5,5,5,6,2,,2011
KAISER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,4498,3,3,6,5,3,3,1,5,5,,2011
FEDERAL HEIGHTS ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,2918,3,1,5,1,3,6,5,7,6,,2011
MC ELWAIN ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,5706,3,1,3,1,1,6,6,6,6,,2011
